시군구,단지명,전용면적(㎡),거래금액(만원),층,건축년도,도로명
충청남도 천안시 서북구 두정동,천안펜타폴리스2차,18.12,"4,500",5,2013,두정로 212
충청남도 천안시 서북구 백석동,백석2차아이파크,84.9868,"41,000",21,2014,한들3로 35-23
경기도 화성시 목동,동탄금강펜테리움센트럴파크Ⅳ,74.8709,"55,500",12,2018,동탄순환대로20길 45
충청남도 천안시 서북구 백석동,브라운스톤,128.4133,"37,000",12,2006,번영로 306-15
충청남도 천안시 서북구 성정동,프라지움5차,49.98,"12,200",6,2015,오성로 120
경기도 화성시 장지동,금호어울림레이크,59.93,"64,000",19,2018,동탄대로4길 17
충청남도 천안시 동남구 목천읍 신계리,천안목천협성엠파이어,39.82,"6,500",11,2013,충절로 874
경기도 화성시 봉담읍 동화리,동화마을동일하이빌,115.266,"49,600",10,2008,동화길 82
충청남도 천안시 동남구 다가동,일봉공원한화꿈에그린,84.96,"19,800",8,2006,다가말2길 54
충청남도 천안시 동남구 봉명동,봉명청솔(3차),56.34,"12,300",7,2001,봉서8길 13
충청남도 천안시 동남구 봉명동,봉명청솔(3차),56.34,"12,000",14,2001,봉서8길 13
충청남도 천안시 동남구 청당동,청당서희스타힐스,84.9984,"38,800",4,2022,청당4로 45
경기도 광주시 쌍령동,광주센트럴푸르지오,84.9119,"47,000",18,2018,경충대로1461번길 43
경기도 광주시 쌍령동,광주센트럴푸르지오,84.9119,"47,000",18,2018,경충대로1461번길 43
경기도 광주시 쌍령동,동성2,84.527,"34,000",12,2002,경충대로1422번길 26
충청남도 천안시 동남구 구성동,쌍용,84.96,"12,800",5,1990,충절로 295-14
충청남도 천안시 동남구 문화동,천안역필하우스에듀시티(2단지),39.6978,"15,500",9,2022,성황로 66
충청북도 음성군 감곡면 오향리,부강,59.9,"7,700",5,1993,음성로 2640
충청북도 음성군 맹동면 동성리,엘에이치이노밸리,84.53,"24,500",22,2014,학예로 55
충청북도 음성군 음성읍 읍내리,한성진주아파트,39.96,"3,850",15,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,950",13,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,750",6,1994,설성로 22
경기도 광주시 고산동,더샵오포센트럴포레,84.98,"65,800",25,2022,태성1로 16
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,400",14,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,400",14,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,950",13,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,39.96,"3,850",15,1994,설성로 22
충청북도 음성군 음성읍 읍내리,한성진주아파트,46.14,"4,750",6,1994,설성로 22
경기도 광주시 양벌동,광주역우방아이유쉘2단지,59.7747,"47,400",8,2018,청석로 74
경기도 광주시 양벌동,양촌현대,84.822,"31,800",4,2000,양촌길 134
경기도 광주시 양벌동,양촌현대,84.822,"31,800",4,2000,양촌길 134
경기도 광주시 초월읍 대쌍령리,쌍용더플래티넘광주,59.9763,"32,000",1,2022,경충대로1284번길 40
충청북도 진천군 진천읍 신정리,삼진동산,59.94,"7,100",1,1996,농다리로 1411
충청북도 진천군 진천읍 신정리,장산,68.94,"9,300",10,1991,중앙동로 8
경기도 양주시 삼숭동,양주자이5단지,59.8903,"18,300",8,2005,삼숭로38번길 190
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9923,"32,000",4,2016,옥정서로 130
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.978,"32,800",4,2016,옥정서로 130
경기도 양주시 옥정동,양주옥정신도시제일풍경채레이크시티1단지,84.903,"44,000",2,2023,옥정동로 212
경상남도 김해시 삼문동,이안센트럴포레장유2단지,59.9814,"22,000",6,2023,대청로261번길 9
경상남도 김해시 삼문동,이안센트럴포레장유1단지,84.9638,"30,000",6,2023,대청로261번길 7
충청북도 제천시 하소동,청구,59.81,"13,000",4,2002,용두대로15길 47
충청북도 제천시 하소동,주공2,58.74,"9,100",5,1995,하소로 88
충청북도 제천시 교동,두진,59.965,"10,700",2,1994,독순로23길 19
경기도 포천시 소흘읍 이동교리,대방노블랜드1차,55.1508,"14,100",4,2002,호국로429번길 11
충청북도 충주시 주덕읍 신양리,백남진달래,59.94,"4,400",10,1994,장터뒷길 48
충청북도 충주시 안림동,엘지,102,"25,000",3,1996,금봉대로 397
충청북도 충주시 목행동,한라비발디,84.994,"22,900",4,2007,목행산단4로 13
경기도 여주시 교동,예일세띠앙,74.14,"28,000",14,2006,세종로 204-22
경기도 여주시 교동,여주역우남퍼스트빌,84.9499,"48,000",1,2023,교동로 115
충청북도 충주시 연수동,충주센트럴푸르지오,84.9593,"40,000",27,2018,연수서편2길 11
충청북도 충주시 연수동,연수주공1차,40,"6,200",3,1991,예성로 360
충청북도 충주시 연수동,"연수주공4차,5차",59.71,"11,000",3,1997,예성로 401
충청북도 충주시 봉방동,씨티빌상지,25.19,"5,000",8,2002,봉방4길 38
충청북도 충주시 호암동,세경,56.88,"6,900",5,1992,신촌1길 6
경기도 양평군 양평읍 창대리,양평휴먼빌리버파크어반,74.9004,"39,000",13,2023,양근로 312
경기도 양평군 용문면 다문리,용문역반도유보라아이비파크,59.996,"28,700",20,2023,두담길 10
충청북도 청주시 상당구 탑동,탑클래스아파트,84.84,"27,700",5,2014,산성로 55
충청북도 청주시 청원구 오창읍 양청리,오창롯데캐슬더하이스트,84.9241,"40,900",7,2018,중부로 760
충청북도 청주시 청원구 오창읍 각리,쌍용스윗닷홈오창예가,59.945,"19,400",2,2006,오창중앙로 105
충청북도 청주시 청원구 오창읍 창리,대원칸타빌아파트,84.9653,"35,200",14,2017,2산단4로 55
충청북도 청주시 청원구 오창읍 창리,오창모아미래도와이드파크,59.9853,"24,500",18,2016,2산단4로 45
경기도 부천시 소사구 범박동,부천범박힐스테이트4단지,84.39,"55,900",23,2003,범안로96번길 23
충청북도 청주시 청원구 내수읍 내수리,삼일,59.684,"8,200",6,1996,내수로 639
충청북도 청주시 청원구 사천동,남광하우스토리,102.2269,"43,300",18,2011,율봉로 8
충청북도 청주시 상당구 용암동,세원한아름,59.76,"14,000",11,1994,무농정로 90
충청북도 청주시 상당구 용암동,진흥한우리,69.03,"13,000",4,1995,용암로 36
충청북도 청주시 상당구 용암동,시티프라디움2단지,84.9826,"45,000",15,2020,중고개로142번길 17
충청북도 청주시 상당구 용암동,부영,60,"10,500",5,1996,월평로 243
충청북도 청주시 청원구 율량동,현대(890),84.98,"18,300",3,1991,율봉로159번길 10
충청북도 청주시 청원구 율량동,현대(890),75.01,"18,200",2,1991,율봉로160번길 8
충청북도 청주시 청원구 율량동,삼성,84.69,"21,900",10,1996,주성로118번길 12
충청북도 청주시 청원구 내덕동,신화,84.99,"14,700",2,1990,1순환로211번길 11
충청북도 청주시 흥덕구 옥산면 오산리,한울1,84.94,"10,700",1,1992,청주역로 705
충청북도 청주시 상당구 방서동,우미린풀하우스,69.7134,"41,900",6,2020,동남로 15
충청북도 청주시 상당구 방서동,동남지구호반써밋브룩사이드,84.9481,"48,000",24,2023,동남로 2
충청북도 청주시 흥덕구 강내면 황탄리,서호이타운,31.417,"3,500",3,2001,황탄리길 226
경기도 의정부시 가능동,더샵파크에비뉴,39.72,"23,000",13,2021,호국로1162번길 24
서울특별시 마포구 신정동,서강GS,114.87,"210,000",21,1999,창전로 26
광주광역시 광산구 우산동,리버힐,49.86,"11,000",4,1992,우산로 47
광주광역시 광산구 우산동,하남주공(2단지),44.52,"8,000",2,1991,월곡산정로 12
광주광역시 광산구 우산동,세계수영선수촌 중흥에스-클래스 센트럴,59.9323,"28,300",7,2020,금봉로 106
울산광역시 동구 전하동,현대패밀리전하,59.96,"13,500",8,1997,녹수11길 50
부산광역시 동래구 사직동,사직롯데캐슬더클래식,124.7364,"182,500",15,2017,아시아드대로146번길 1
대전광역시 유성구 계산동,오투그란데,92.8921,"41,000",21,2011,학하남로 10
대구광역시 남구 이천동,희망교대성유니드,68.2576,"21,400",20,2006,희망로5길 12
서울특별시 마포구 망원동,마포한강아이파크,84.58,"135,000",2,2019,희우정로 77
서울특별시 강서구 방화동,마곡중앙하이츠아파트,39.58,"39,600",7,1994,양천로6길 28
인천광역시 서구 가좌동,태화,46.71,"12,500",1,1986,원적로95번길 6
인천광역시 서구 가좌동,현대,84.98,"23,500",6,1985,원적로124번길 21
부산광역시 동구 초량동,부산역삼정그린코아더시티,84.6712,"45,300",21,2021,중앙대로179번길 27
경기도 수원시 영통구 매탄동,현대힐스테이트,84.975,"62,900",16,2006,권광로260번길 36
대전광역시 서구 둔산동,샘머리2차,84.945,"44,000",7,1998,청사로 281
경기도 수원시 영통구 매탄동,현대힐스테이트,84.975,"62,900",16,2006,권광로260번길 36
경기도 수원시 영통구 매탄동,주공그린빌4,84.51,"51,000",12,2002,동탄원천로915번길 33
경기도 수원시 영통구 매탄동,주공그린빌5,59.92,"39,900",1,2002,동탄원천로881번길 35
인천광역시 부평구 청천동,"부평1,2차금호타운",59.805,"33,000",20,1998,안남로 272
대구광역시 수성구 시지동,수성알파시티동화아이위시,59.9431,"60,000",5,2019,알파시티2로 48
부산광역시 동구 초량동,초량베스티움센트럴베이,84.963,"55,000",9,2021,홍곡로 37
부산광역시 동구 초량동,부산역유림로미오,16.7953,"5,700",10,2014,중앙대로274번길 7-7
부산광역시 해운대구 반여동,메가센텀한화꿈에그린,84.9304,"50,000",11,2008,반여로 67
대전광역시 서구 둔산동,둥지,70.55,"38,000",2,1994,청사로 254
부산광역시 수영구 남천동,다사랑빌,49.85,"25,000",7,2014,남천서로25번길 17
광주광역시 서구 화정동,라인동산,84.97,"21,700",10,1992,염화로45번길 17
인천광역시 서구 가정동,루원호반베르디움더센트럴,73.1689,"58,000",21,2018,봉오재3로 75
서울특별시 광진구 광장동,워커힐푸르지오,69,"106,500",9,1987,아차산로78길 10
대전광역시 서구 관저동,관저어반힐스,59.95,"33,000",15,2017,관저남로 80
부산광역시 강서구 명지동,퀸덤1차아인슈타인타운,116.02,"49,000",4,2009,명지오션시티11로 51
경기도 수원시 영통구 원천동,원천레이크파크,59.8,"48,000",10,1999,중부대로448번길 28
대구광역시 달성군 화원읍 구라리,화원한우,33.47,"5,300",1,1984,비슬로 2679
대구광역시 동구 신서동,아름다운나날1,84.6688,"18,500",1,2003,안심로 402
대구광역시 동구 신서동,대경넥스빌,84.99,"19,500",12,2003,안심로 400
경기도 수원시 영통구 영통동,영통라온프라이빗,59.8334,"62,300",13,2017,영통로200번길 111
서울특별시 마포구 성산동,성산시영(대우),50.03,"107,000",8,1986,월드컵북로 260
광주광역시 서구 쌍촌동,빛고을파크,50.16,"11,600",14,1991,화정로 105
경기도 수원시 영통구 영통동,황골마을주공1,59.99,"41,500",18,1997,영통로 498
대전광역시 서구 관저동,원앙마을4,39.65,"12,050",20,1997,관저북로 14
대전광역시 서구 관저동,원앙마을2,49.59,"14,000",11,1997,관저북로 80
인천광역시 연수구 옥련동,현대4,59.985,"21,800",1,1997,한나루로105번길 68
대전광역시 유성구 봉명동,앤터팰리스1차,20.1326,"11,000",12,2019,대학로 39-10
울산광역시 중구 반구동,e편한세상강변,84.9946,"54,000",4,2015,반구로 55
대전광역시 서구 탄방동,시티빌5차,36.17,"8,350",9,2004,문정로2번길 123
대전광역시 중구 문화동,주공2,49.77,"10,900",1,1994,산성로 108-24
광주광역시 광산구 수완동,코오롱하늘채,103.71,"64,000",12,2008,장덕로137번길 39
울산광역시 동구 화정동,힐스테이트 이스턴베이,68.9844,"34,700",33,2015,화진길 100
울산광역시 동구 화정동,송정타워맨션,66.84,"7,900",3,1990,월봉12길 50
인천광역시 연수구 연수동,"승기마을,연수1차시영",50.67,"20,000",13,1992,원인재로 212
서울특별시 송파구 문정동,현대,71.52,"83,000",7,1991,송이로34길 26
울산광역시 동구 화정동,대송현대목재,66.44,"12,000",9,1990,대송4길 5
서울특별시 용산구 용산동5가,용산파크타워(24-0),124.8,"345,000",21,2009,서빙고로 67
울산광역시 동구 방어동,동구미소지움,59.4982,"19,500",8,2019,방어진순환도로 470
서울특별시 성북구 돈암동,동부센트레빌,81.82,"88,000",10,2003,정릉로 388
서울특별시 성북구 돈암동,돈암동삼성,114.66,"81,500",4,1999,동소문로34길 24
서울특별시 종로구 숭인동,삼전솔하임4차,15.09,"13,000",14,2014,지봉로4길 13
인천광역시 미추홀구 숭의동,힐스테이트숭의역,74.9709,"36,000",30,2025,인주대로 5
울산광역시 동구 방어동,대왕암엘크루,59.79,"25,600",2,2014,등대4길 26
부산광역시 수영구 남천동,삼익비치,115.6,"145,000",5,1980,광안해변로 100
광주광역시 광산구 쌍암동,힐스테이트리버파크,84.97,"58,000",6,2019,첨단강변로 100
서울특별시 양천구 신정동,롯데캐슬,84.73,"150,000",6,2004,신목로12길 22
서울특별시 양천구 신정동,목동신시가지12,56.76,"110,000",1,1988,목동동로 50
서울특별시 양천구 신정동,푸른마을2,59.91,"54,900",6,2001,신정로7길 76
부산광역시 서구 서대신동2가,대신푸르지오2차,39.5362,"23,000",7,2021,고운들로 181
경기도 안양시 만안구 안양동,한양하이츠빌,15.6385,"8,300",12,2013,만안로 264
부산광역시 북구 구포동,유림노르웨이숲,59.8889,"14,600",10,2005,낙동북로 737
대구광역시 동구 동호동,상록아파트,84.98,"23,000",13,2004,동호로 47
경기도 성남시 분당구 운중동,산운마을10단지(대광로제비앙),59.941,"84,000",7,2009,판교원로81번길 15
인천광역시 중구 중산동,e편한세상영종국제도시오션하임,84.9777,"43,000",2,2018,두미포로 112
경기도 수원시 영통구 신동,래미안영통마크원2단지,97.92,"82,800",18,2013,삼성로 11
광주광역시 광산구 신창동,삼능,84.986,"25,000",4,2003,신창로 20
부산광역시 해운대구 반여동,해운대센텀트루엘2단지,59.9663,"30,500",3,2019,삼어로133번나길 18
서울특별시 양천구 목동,목동금호베스트빌,125.37,"120,000",4,2002,목동중앙북로8길 111
대구광역시 수성구 두산동,대우트럼프월드수성,84.7,"60,000",11,2007,동대구로 59
울산광역시 남구 야음동,번영로하늘채센트럴파크,74.707,"65,000",19,2022,번영로16번길 14
경기도 수원시 영통구 망포동,영통아이파크캐슬1단지,84.69,"97,000",14,2019,덕영대로 1410
울산광역시 남구 야음동,힐스테이트수암(1단지),114.5273,"90,000",25,2019,중앙로47번길 27
